0,0
10,0
20,2
30,4
40,5
50,5
60,6
70,7
80,8
90,10
100,11
110,11
120,13
130,13
140,13
150,13
160,13
170,13
180,13
190,14
200,16
210,16
220,16
230,16
240,17
250,17
260,19
270,20
280,20
290,22
300,23
310,23
320,23
330,24
340,25
350,26
360,27
370,27
380,28
390,28
400,29
410,30
420,31
430,31
440,31
450,32
460,33
470,34
480,34
490,34
500,34
510,35
520,35
530,36
540,36
550,36
560,37
570,38
580,38
590,40
600,40
610,41
620,42
630,42
640,43
650,43
660,44
670,44
680,44
690,45
700,45
710,45
720,46
730,46
740,46
750,46
760,46
770,46
780,46
790,46
800,47
810,48
820,50
830,50
840,50
850,50
860,50
870,51
880,52
890,52
900,52
910,52
920,52
930,53
940,53
950,53
960,53
970,55
980,55
990,55
1000,55
1010,55
1020,55
1030,56
1040,57
1050,57
1060,57
1070,58
1080,58
1090,59
1100,60
1110,61
1120,61
1130,62
1140,63
1150,63
1160,64
1170,64
1180,64
1190,64
1200,64
1210,65
1220,65
1230,67
1240,67
1250,67
1260,68
1270,70
1280,71
1290,71
1300,71
1310,73
1320,73
1330,74
1340,75
1350,77
1360,77
1370,77
1380,77
1390,77
1400,77
1410,78
1420,79
1430,79
1440,79
1450,79
1460,80
1470,80
1480,80
1490,80
1500,80
1510,80
1520,81
1530,81
1540,81
1550,81
1560,81
1570,82
1580,82
1590,83
1600,83
1610,83
1620,84
1630,85
1640,85
1650,85
1660,85
1670,85
1680,85
1690,86
1700,86
1710,86
1720,86
1730,87
1740,87
1750,88
1760,88
1770,88
1780,88
1790,88
1800,88
1810,89
1820,90
1830,91
1840,91
1850,91
1860,91
1870,92
1880,94
1890,95
1900,95
1910,95
1920,95
1930,95
1940,95
1950,95
1960,96
1970,96
1980,97
1990,97
2000,97
2010,97
2020,97
2030,97
2040,97
2050,97
2060,97
2070,97
2080,97
2090,97
2100,97
2110,97
2120,97
2130,98
2140,99
2150,99
2160,99
2170,99
