笑,0.02915489660772425
日,0.023845901200870854
今,0.01345389951689701
人,0.011658280447612402
大,0.00970104066944757
行,0.008892437370226167
時,0.008664149368319902
一,0.008026662119564142
気,0.007408865210727617
市,0.007280528172878386
見,0.006434743115027767
県,0.005819345029328612
間,0.005723392103833859
東,0.005710398478506445
出,0.005677014856511396
本,0.005668319122638434
中,0.005661422506118498
分,0.005464818959818313
最,0.0054632197443934
言,0.005413344213328941
思,0.005287505949581136
前,0.005266316345201044
京,0.005254222278550143
事,0.005049222851269167
生,0.004954069533486871
会,0.00469939447706955
来,0.004616235274974098
楽,0.004483000639886072
駅,0.0044067380543105555
明,0.004378651833410529
都,0.004189344707486507
高,0.004182747943858743
店,0.004172253092632755
田,0.004103386878397459
子,0.004091492713674671
俺,0.0038512105960815625
月,0.003812129769135262
上,0.003693687876727677
方,0.003618224898864617
学,0.0035926374520660162
食,0.003579743777702659
目,0.003576645297816891
自,0.0035632518686332486
新,0.0035450607931748683
寝,0.0035228716791542067
入,0.0034905875177637853
年,0.0034648001690370705
張,0.003365149057872208
何,0.003309276468964326
合,0.0032744935334724783
区,0.0032478066260692505
回,0.003202029084531129
好,0.003196032026687707
帰,0.003165047227830027
無,0.003055600922187575
愛,0.0030546014125470045
手,0.0030339115629871983
川,0.0030290139657484037
感,0.0029749404941935486
山,0.0029534510369212865
全,0.0029059743289941956
後,0.0029041752116411687
良,0.0028787876667706823
頑,0.002857698013354648
下,0.0027460527865029415
神,0.002738456513234607
話,0.002613118004307087
近,0.0025709386974750188
車,0.0025411533101860227
知,0.0025394541437970533
名,0.002526960273289924
終,0.0025022723851678367
当,0.0024389034739556773
味,0.0023950250007346396
仕,0.0023847300514367653
家,0.0023825311302275104
部,0.0023823312282993964
買,0.0023678383385111264
体,0.002345849126418579
野,0.002340651676287613
阪,0.00230706815236445
女,0.002259791346365473
屋,0.0022574924741921615
先,0.002226407724370424
場,0.002220610568455116
金,0.002214713461575751
雨,0.002137151513467493
校,0.0021212593101824244
通,0.0020950721575994815
度,0.0020670858876635123
変,0.0020627879962090596
達,0.002047995253528619
地,0.0020477953516005046
早,0.002027805158789098
真,0.0020266057472204135
同,0.0020229075615503032
理,0.0020088144756182616
様,0.001992622419441022
長,0.0019901236453395963
定,0.0019784293825449236
久,0.001968134433247049
画,0.0019672348745705358
電,0.0019661354139659084
朝,0.0019440462509093038
美,0.0019387488498142811
岡,0.001938249094993996
代,0.001935450468000399
動,0.0019289536553366918
可,0.0019106626289142547
私,0.001909163364453399
作,0.001908763560597171
爆,0.0018964695920181559
意,0.0018745803308896655
休,0.0018711819981117265
強,0.0018618865584544223
疲,0.0018542902851860876
点,0.0018437954339600993
小,0.0018320012202013693
国,0.0018161090169163008
持,0.0018157092130600728
島,0.001807613184971453
対,0.0017829252968493657
